BUSINESS,CATEGORY,CATEGORY_ATTRIBUTE
House,DO NOT USE_Electric Kettles (Canada only),Cordless
House,DO NOT USE_Electric Kettles (Canada only),Detachable Cord
House,DO NOT USE_Electric Kettles (Canada only),Kettle Material
House,DO NOT USE_Electric Kettles (Canada only),Safety Feature
House,DO NOT USE_Electric Kettles (Canada only),Style/Shape
House,DO NOT USE_Electric Kettles (Canada only),Water Level Indicator/Window
House,Dehumidifier,Automatic Shutoff
House,Dehumidifier,Built in pump
House,Dehumidifier,Continuous Drain
House,Dehumidifier,Control Type
House,Dehumidifier,Dehumidifer Capacity
House,Dehumidifier,Fan Speed
House,Dehumidifier,Tank Capacity
House,Dishwashers,Dishwashers Width
House,Dishwashers,Kilowatt-Hours Dishwashers
House,Dishwashers,Number of Cycles (Dishwashers)
House,Dishwashers,Sound Rating Ranges
House,Electric Can Opener,Bag/Bottle Opener
House,Electric Can Opener,Built-In Knife Sharpener
House,Electric Can Opener,Electric Can Opener Size
House,Electric Can Opener,Power Type (Electric Can Opener)
House,Electric Can Opener,Removable Cutting Blade
House,Electric Can Opener,Type (Electric Can Opener)
House,Electric Diffusers,DIffuser Material
House,Electric Diffusers,Diffusion Type
House,Electric Diffusers,Lighted
House,Electric Diffusers,Multiuse
House,Electric Grills/Griddles,Adjustable Thermostat (Electric Grills/Griddles)
House,Electric Grills/Griddles,Auto Shutoff (Electric Grills/Griddles)
House,Electric Grills/Griddles,Non-Stick Coating (Electric Grills/Griddles)
House,Electric Grills/Griddles,Smokeless
House,Electric Grills/Griddles,Type (Electric Grills/Griddles)
House,Electric Kettles,Concealed Heating Element
House,Electric Kettles,Electric Kettle Capacity
House,Electric Kettles,Electric Kettles Removable Filter
House,Electric Kettles,Keep Warm Function
House,Electric Kettles,Number of Temperature/Heat Settings
House,Electric Kettles,Type of Heat Setting
House,Electric Kettles,Water Temperature Display
House,Electric Skillets/Woks,Adjustable Thermostat (Electric Skillets/Woks)
House,Electric Skillets/Woks,Auto Shutoff (Electric Skillets/Woks)
House,Electric Skillets/Woks,Electric Skillet Wok Size Detail
House,Electric Skillets/Woks,Non-Stick Coating (Electric Skillets/Woks)
House,Electric Skillets/Woks,Size (Skillets Only)
House,Electric Skillets/Woks,Type (Electric Skillets/Woks)
House,Electric Skillets/Woks,Vented Lid
House,Fans,Fan Width
House,Fans,Oscillating
House,Fans,Power Type (Fans)
House,Fans,Remote Control
House,Fans,Thermostat
House,Fans,Type Of Fan
House,Food Vacuum Sealer Bags and Rolls,Type Food Vacuum Sealer Bag and Rolls
House,Freezers,Freezer Cubic Capacity
House,Fryers,Immersion
House,Fryers,Nonstick Interior
House,Fryers,Removable Pot
House,Fryers,Timer Fryers
House,Fryers,Type Fryers
House,Fryers,Viewing Window (Deep Fryers)
House,Full Size Vacuums,2-in-1 Vacuum
House,Full Size Vacuums,Bag Type
House,Full Size Vacuums,Cleaning Path
House,Full Size Vacuums,Cleaning Path Detail (Full-Size Vacuums)
House,Full Size Vacuums,Cleaning_Path_Detail_Canada
House,Full Size Vacuums,Cord Length (Floor Care)
House,Full Size Vacuums,Corded
House,Full Size Vacuums,Cyclonic
House,Full Size Vacuums,Extractor Style (Deep Carpet Cleaners Only)
House,Full Size Vacuums,Filtration System (Full-Size Vacuums)
House,Full Size Vacuums,Fold-away Handle (Uprights Only)
House,Full Size Vacuums,Head Configuration (Deep Carpet Cleaners Only)
House,Full Size Vacuums,Headlight
House,Full Size Vacuums,Moveable Head
House,Full Size Vacuums,Multi-Surface Capability Deep Carpet Cleaners
House,Full Size Vacuums,Number Of Amps Detail (Full-Size Vacuums)
House,Full Size Vacuums,Number of Amps
House,Full Size Vacuums,Number of Motors
House,Full Size Vacuums,Number_of_Amps_Detail_Canada
House,Full Size Vacuums,Pet
House,Full Size Vacuums,Retractable Cord (Floor Care)
House,Full Size Vacuums,Self Propelled (Full-Size Vacuums)
House,Full Size Vacuums,Size (Canisters Only)
House,Full Size Vacuums,Tank Capacity Gals. (Workshop Vacs Only)
House,Full Size Vacuums,Tank Capacity Gals. Detail (Workshop Vacs Only)
House,Full Size Vacuums,Type (Full-Size Vacuums)
House,Full Size Vacuums,Type of Cleaner Head
House,Full Size Vacuums,Water Spray (Extractor Only)
House,Full Size Vacuums,Weight Detail
House,Garment Care,Adjustable Steam
House,Garment Care,Automatic Shutoff (Garment Care)
House,Garment Care,Burst Of Steam
House,Garment Care,Self Cleaning
House,Garment Care,Travel (Garment Care)
House,Garment Care,Type Garment Care
House,Garment Care,Type Of Sole Plate
House,Hair Removal Replacement Parts,Appliance Gender
House,Hair Removal Replacement Parts,Appliance Type
House,Hair Removal Replacement Parts,Replacement Type
House,Hairdryers,Attachments (Hair Dryers)
House,Hairdryers,Brush/Comb Attachment
House,Hairdryers,Ceramic Technology
House,Hairdryers,Cool Shot
House,Hairdryers,Folding Handle
House,Hairdryers,Hair Dryer Watts Detail
House,Hairdryers,Heat Settings (Hairdryers)
House,Hairdryers,Quiet Feature
House,Hairdryers,Removable Filter
House,Hairdryers,Speeds (Hairdryers)
House,Hairdryers,Type Of Appliance (Hairdryers)
House,Hairdryers,Wattage (Hairdryers)
House,Hairdryers,Worldwide Dual Voltage
House,Hairsetters,Color Change Heat Indicator
House,Hairsetters,Dual Voltage
House,Hairsetters,Heat Method
House,Hairsetters,Instant Heat (Hairsetters)
House,Hairsetters,Number Of Rollers
House,Hairsetters,Roller Size
House,Hairsetters,Roller Type
House,Hairsetters,Travel (Hairsetters)
House,Hand/Stick Vacuums,Accessories (Hand/Stick Vacuums)
House,Hand/Stick Vacuums,Brush Bar
House,Hand/Stick Vacuums,Multi-Speed
House,Hand/Stick Vacuums,Removable Battery
House,Hand/Stick Vacuums,Self Emptying
House,Hand/Stick Vacuums,Self-Standing
House,Hand/Stick Vacuums,Type (Hand/Stick Vacuums)
House,Hand/Stick Vacuums,Wet/Dry (Hand/Stick Vacuums)
House,Heaters,Adjustable Thermostat (Heaters)
House,Heaters,Heater Form
House,Heaters,Heating Element Technology
House,Heaters,Oscillating (Heater)
House,Heaters,Remote Control (Heaters)
House,Heaters,Type of Heat Distribution
House,Home Hair Clippers,Blade Configuration
House,Home Hair Clippers,Hair Clipper Piece Count Detail
House,Home Hair Clippers,Instructional Video
House,Home Hair Clippers,Piece Count
House,Home Hair Clippers,Power Type (Clippers)
House,Home Hair Clippers,Type (Clippers)
House,Home Soda/Beer/Cocktail Makers,Bottle_Type
House,Home Soda/Beer/Cocktail Makers,Capsule/Pod
House,Home Soda/Beer/Cocktail Makers,Mix-Syrup_Flavors
House,Home Soda/Beer/Cocktail Makers,Mix-Syrup_PackSize
House,Home Soda/Beer/Cocktail Makers,Type (Home Soda Machines)
House,Home Soda/Beer/Cocktail Makers,Type of Carbonator
House,Juice Extractor,Juice Container
House,Juice Extractor,Number Of Speeds (Juice Extractor)
House,Juice Extractor,Pulp Ejection Bin
House,Juice Extractor,Type of Juicer
House,Kitchen Composters,Composter Color
House,Kitchen Composters,Composters Capacity
House,Kitchen Composters,Electric Composters
House,Kitchen Composters,Placement
House,Lighted Mirrors,Adjustable Side Mirrors
House,Lighted Mirrors,Body Type
House,Lighted Mirrors,Halogen Lighting
House,Lighted Mirrors,Light Setting
House,Lighted Mirrors,Magnification
House,Lighted Mirrors,Mirror Shape
House,Lighted Mirrors,Power Type (Lighted Mirrors)
House,Lighted Mirrors,Swivel Mirror
House,Lighted Mirrors,Wall Mount
House,Massaging Appliances,Adjustability
House,Massaging Appliances,Attachments
House,Massaging Appliances,Heat
House,Massaging Appliances,Mode
House,Massaging Appliances,Power Type (Massaging Appliances)
House,Massaging Appliances,Speed Control
House,Massaging Appliances,Water Movement
House,Men's Electric Shavers,Clean And Charge
House,Men's Electric Shavers,Head Shaver
House,Men's Electric Shavers,Head Type
House,Men's Electric Shavers,Number Of Heads/Foils
House,Men's Electric Shavers,Power Type (Electric Shavers)
House,Men's Electric Shavers,Wet/Dry (Electric Shavers)
House,Mens Trimmer,Power Type (Trimmers)
House,Mens Trimmer,Type (Trimmers)
House,Mens Trimmer,Wet/Dry (Trimmers)
House,Mixers,Dough Hooks
House,Mixers,Number Of Speeds (Mixers)
House,Mixers,Type (Mixers)
House,Non-Electric Carpet Sweepers,Brush Count
House,Non-Electric Carpet Sweepers,Corner Brushes
House,Non-Electric Carpet Sweepers,Height Adjustable
House,Non-Electric Carpet Sweepers,Shell
House,Oral Care Appliance,Power
House,Oral Care Appliance,Type (Oral Care Appliance)
House,Oral Care Replacement Parts,Pack Capacity (Oral Care)
House,Oral Care Replacement Parts,Type (Oral Care Replacements)
House,Ovens,Oven Cubic Capacity
House,Ovens,Oven Cubic Capacity Ranges
House,Ovens,Oven Width Ranges
House,Personal Wellness,Body Beauty Service
House,Personal Wellness,Clock/Timer (Sensory Type Only)
House,Personal Wellness,Sensory Experience
House,Personal Wellness,Type (Personal Wellness)
House,Portable Induction Cooktop,Bonus Pack
House,Portable Induction Cooktop,Portable Induction Auto Shutoff
House,Portable Induction Cooktop,Portable Induction Number of Burners
House,Range Hood,Air Extraction Rate
House,Range Hood,Range Hood Depth
House,Range Hood,Range Hood Height
House,Range Hood,Range Hood Width
House,Ranges,Burner Grill Material
House,Ranges,Cubic Capacity Ranges
House,Ranges,Fuel Options (do not use)
House,Ranges,Ignition
House,Ranges,LidCover
House,Ranges,Range Cubic Capacity
House,Ranges,Range Width
House,Ranges,Range Width Ranges
House,Ranges,Ranges Air Fryer
House,Refrigerators,Color Refrigerators
House,Refrigerators,Depth (in inches)
House,Refrigerators,Refrigerator Cubic Capacity
House,Refrigerators,Refrigerator Cubic Capacity Ranges
House,Refrigerators,Refrigerators Height
House,Refrigerators,Refrigerators Height Ranges
House,Refrigerators,Refrigerators Width
House,Refrigerators,Refrigerators Width Ranges
House,Room Air Conditioners,BTUs
House,Room Air Conditioners,Electronic Controls/Remote Control Option
House,Room Air Conditioners,Heating/Cooling Option
House,Room Air Conditioners,Timer Option
House,Room Air Conditioners,Type (Room Air Conditioners)
House,Scales,Body Fat
House,Scales,Memory
House,Scales,Platform Material
House,Scales,Type (Scales)
House,Slow Cooker,Programmable Slow Cookers
House,Slow Cooker,Shape (Slow Cooker)
House,Slow Cooker,Slow Cook Capacity Detail
House,Slow Cooker,Slow Cooker Capacity
House,Specialty Cleaning,Auto Recharge and Resume
House,Specialty Cleaning,Boundary Type
House,Specialty Cleaning,Cliff Detection
House,Specialty Cleaning,Connectivity
House,Specialty Cleaning,Detection Type
House,Specialty Cleaning,Height (Robotic Vacuums)
House,Specialty Cleaning,Method of Cleaning
House,Specialty Cleaning,Method of Cleaning (Robotic Vacuums)
House,Specialty Cleaning,Multi-Surface Capability
House,Specialty Cleaning,OTA Capable
House,Specialty Cleaning,Programmable (Specialty Cleaning)
House,Specialty Cleaning,Run-Time
House,Specialty Cleaning,Shape (Robotic Vacuums)
House,Specialty Cleaning,Steam (Specialty Cleaning)
House,Specialty Cleaning,Surface Adjustment
House,Specialty Cleaning,Voice Activation
House,Specialty Coffee/Espresso Makers,Carafe Primary Material
House,Specialty Coffee/Espresso Makers,Electric (Specialty Coffee)
House,Specialty Coffee/Espresso Makers,Ounces
House,Specialty Kitchen Electrics,Type (Misc Kitchen Elec)
House,Specialty Kitchen Electrics,Type Specialty Ovens
House,Specialty Kitchen Electrics,Type of Popcorn Maker
House,Toaster,Cool-Touch Housing (Toaster)
House,Toaster,Crumb Tray
House,Toaster,Long Slot
House,Toaster,Slices (Toaster)
House,Toaster,Wide Slot
House,Toaster Oven,Broiler
House,Toaster Oven,Convection
House,Toaster Oven,Cool-Touch Housing (Toaster Oven)
House,Toaster Oven,Crumb Tray (Toaster Oven)
House,Toaster Oven,Digital Touchpad
House,Toaster Oven,Infrared
House,Toaster Oven,Non-Stick Interior Coating
House,Toaster Oven,Rotisserie
House,Toaster Oven,Slices (Toaster Oven)
House,Toaster Oven,Temperature Probe
House,Toaster Oven,Timer (Toaster Oven)
House,Vacuum Sealers,Accessory Port
House,Vacuum Sealers,Bag Storage
House,Waffle Iron/Sandwich Maker,Cool Touch
House,Waffle Iron/Sandwich Maker,Rotating Function
House,Waffle Iron/Sandwich Maker,Type of Maker
House,Waffle Iron/Sandwich Maker,Waffle Shape
House,Waffle Iron/Sandwich Maker,Waffle Style
House,Washing Machines,Kilowatt Hours Ranges
House,Washing Machines,Number of Cycles (Washing Machines)
House,Washing Machines,RPMs
House,Washing Machines,RPMs Ranges
House,Washing Machines,Washer Cubic Capacity
House,Washing Machines,Washer Width
House,Water Filtration Devices,Container Type
House,Water Filtration Devices,Type (Water Filtration Devices)
House,Water Filtration Replacement Filters,Pack Capacity (Filters)
House,Water Filtration Replacement Filters,Type (Filters)
House,Wine Coolers,# Bottles
House,Wine Coolers,Beverage Refrigerator Depth
House,Wine Coolers,Beverage Refrigerator Height
House,Wine Coolers,Beverage Refrigerator Width
House,Women's Grooming,Type (Electric Shavers)
Housewares,Bake/Mix/Measure,Kitchen Scales Type
Housewares,Bake/Mix/Measure,Measuring Products Color
Housewares,Bake/Mix/Measure,Measuring Products Primary Material
Housewares,Bake/Mix/Measure,Rolling Pin Material
Housewares,Bake/Mix/Measure,Rolling Pin Style
Housewares,Bake/Mix/Measure,Whisk Type
Housewares,Bakeware,Bakeware Color
Housewares,Bakeware,Bakeware Cover Included
Housewares,Bakeware,Bakeware Design
Housewares,Bakeware,Bakeware Inches
Housewares,Bakeware,Bakeware Line
Housewares,Bakeware,Bakeware Muffin Pan Capacity
Housewares,Bakeware,Bakeware Non-Stick
Housewares,Bakeware,Bakeware Piece Count
Housewares,Bakeware,Bakeware Piece Count Detail
Housewares,Bakeware,Bakeware Primary Material
Housewares,Bakeware,Bakeware Quart Size
Housewares,Bakeware,Bakeware Shape
Housewares,Bakeware,Bakeware Stock Type 
Housewares,Bakeware,Bakeware Type
Housewares,Bathroom Cleaning Tools,Bristle / Head Type
Housewares,Bathroom Cleaning Tools,Cleaning Tool Primary Material
Housewares,Bathroom Cleaning Tools,Cleaning Tool Type
Housewares,Beverageware,Beverageware Glass Type
Housewares,Beverageware,Beverageware Piece Count Detail
Housewares,Beverageware,Beverageware Primary Material
Housewares,Beverageware,Beverageware Segment
Housewares,Beverageware,Beverageware Shape
Housewares,Beverageware,Beverageware Type
Housewares,Beverageware,Portable Beverageware Color
Housewares,Beverageware,Portable Beverageware Insulation
Housewares,Beverageware,TEMP Beverageware Primary Material
Housewares,Beverageware,TEMP Beverageware Shape
Housewares,Beverageware,Water Bottle Filtration
Housewares,Cookware,Cookware Cover Included
Housewares,Cookware,Cookware Exterior Color Treatment
Housewares,Cookware,Cookware Interior Nonstick Coating
Housewares,Cookware,Cookware Internal Color
Housewares,Cookware,Cookware PTFE/PFOA Free
Housewares,Cookware,Cookware Piece Count Detail
Housewares,Cookware,Cookware Ply
Housewares,Cookware,Cookware Primary Material
Housewares,Cookware,Cookware Size of Item - Inches
Housewares,Cookware,Cookware Size of Item - Quarts
Housewares,Cookware,Cookware Stock Type
Housewares,Cookware,Cookware Type
Housewares,Cookware,Dishwasher Safe
Housewares,Cookware,Induction Compatible
Housewares,Cookware,Interior Coating
Housewares,Cookware,Stackable Cookware
Housewares,Crystal Giftware,Crystal Giftware Type
Housewares,Cutlery,Blade Coating
Housewares,Cutlery,Blade Material
Housewares,Cutlery,Cutlery Accessory Type
Housewares,Cutlery,Cutlery Blade Type
Housewares,Cutlery,Cutlery Board Material
Housewares,Cutlery,Cutlery Edge Treatment
Housewares,Cutlery,Cutlery Handle Material
Housewares,Cutlery,Cutlery Handle Type
Housewares,Cutlery,Cutlery Open Stock Type
Housewares,Cutlery,Cutlery Piece Count Detail
Housewares,Cutlery,Cutlery Set Type
Housewares,Cutlery,Cutlery Size Detail
Housewares,Cutlery,Cutlery Type
Housewares,Cutlery,Scissors or Shear Type
Housewares,Dinnerware,Dinnerware Design
Housewares,Dinnerware,Dinnerware Metal Accent Band
Housewares,Dinnerware,Dinnerware Pattern Placement
Housewares,Dinnerware,Dinnerware Piece Count Detail
Housewares,Dinnerware,Dinnerware Primary Material Type
Housewares,Dinnerware,Dinnerware Segment
Housewares,Dinnerware,Dinnerware Stock Type
Housewares,Dinnerware,Dinnerware Type
Housewares,Dinnerware,Dinnerware Year of Introduction
Housewares,Dinnerware,Serveware Stock Type
Housewares,Entertaining Gadgets,Ice Bucket Insulation
Housewares,Entertaining Gadgets,Ice Bucket Primary Material
Housewares,Entertaining Gadgets,Reusable Straws Primary Material
Housewares,Flatware,Flatware Piece Count Detail
Housewares,Flatware,Flatware Primary Material
Housewares,Flatware,Flatware Segment
Housewares,Flatware,Flatware Service Size
Housewares,Flatware,Flatware Type
Housewares,Flatware,Flatware Utensil Shape
Housewares,Food Preservation,Accessory Type
Housewares,Food Preservation,Canner Type
Housewares,Food Preservation,Electric Canner
Housewares,Food Preservation,Jar Capacity
Housewares,Food Preservation,Jar Color
Housewares,Food Preservation,Jar Mouth Size
Housewares,Food Preservation,Jar Pack Size
Housewares,Food Preservation,Jar Texture
Housewares,Food Preservation,Lid Primary Material
Housewares,Food Preservation,Lid Type
Housewares,Food Storage,Food Storage Airtight Feature
Housewares,Food Storage,Food Storage Baby/Toddler
Housewares,Food Storage,Food Storage Design
Housewares,Food Storage,Food Storage Divided
Housewares,Food Storage,Food Storage Lid Style
Housewares,Food Storage,Food Storage Primary Material
Housewares,Food Storage,Food Storage Set Pc Count
Housewares,Food Storage,Food Storage Shape
Housewares,Food Storage,Food Storage Type
Housewares,Food Storage,Traditional Food Storage Portable Feature
Housewares,Food Storage,Traditional Food Storage Product Line
Housewares,Food Storage,Traditional Food Storage Size
Housewares,Food Storage,Wide Mouth
Housewares,Grate/Peel/Clean,Garlic Prep Type
Housewares,Grate/Peel/Clean,Garlic Prep Usage
Housewares,Grate/Peel/Clean,Peelers Color
Housewares,Home Utility Cleaning Tools,Bucket Capacity
Housewares,Kettles,Kettles Stock Type
Housewares,Kitchen Tools,Cooking Spoon Type
Housewares,Kitchen Tools,Kitchen Tools Handle Color
Housewares,Kitchen Tools,Kitchen Tools Handle Material
Housewares,Kitchen Tools,Kitchen Tools Head Material
Housewares,Kitchen Tools,Kitchen Tools Number of Pieces
Housewares,Kitchen Tools,Turner Type
Housewares,Laundry Organization,Laundry Expandable
Housewares,Laundry Organization,Laundry Handles
Housewares,Laundry Organization,Laundry Organization Color
Housewares,Laundry Organization,Laundry Organization Primary Material
Housewares,Laundry Organization,Laundry Type
Housewares,Laundry Organization,Sections
Housewares,Microwaveware,Microwaveware
Housewares,Microwaveware,Microwaveware Cover(s) Included
Housewares,Microwaveware,Microwaveware Piece Count Detail
Housewares,Microwaveware,Microwaveware Primary Material
Housewares,Microwaveware,Microwaveware Shape
Housewares,Microwaveware,Microwaveware Stock Type
Housewares,Microwaveware,Microwaveware Type
Housewares,Miscellaneous Housewares,Glass Cutting Boards
Housewares,Miscellaneous Housewares,New Products
Housewares,Open/Close,Can Opener Type
Housewares,Other Cooking Gadgets,Kitchen Thermometer Type
Housewares,Other Cooking Gadgets,Kitchen Timers Type
Housewares,Other Cooking Gadgets,Mixing Bowls Material
Housewares,Other Cooking Gadgets,Mixing Bowls Number of Pieces
Housewares,Other Preparation,Other Prep Collapsible
Housewares,Other Preparation,Salad Spinner Function
Housewares,Other Preparation,Tenderizer type
Housewares,"Pantry, Cabinet and Countertop Organization",Adhesive Backing
Housewares,"Pantry, Cabinet and Countertop Organization",Cabinet Attachment
Housewares,"Pantry, Cabinet and Countertop Organization",Drawers Included
Housewares,"Pantry, Cabinet and Countertop Organization",Foldable / Collapsable
Housewares,"Pantry, Cabinet and Countertop Organization",Kitchen Organization Type
Housewares,"Pantry, Cabinet and Countertop Organization",Liner Dimensions
Housewares,"Pantry, Cabinet and Countertop Organization",Organization Item Color
Housewares,"Pantry, Cabinet and Countertop Organization",Organization Item Primary Material
Housewares,"Pantry, Cabinet and Countertop Organization",Organization Item Type
Housewares,Portable Beverageware,Handle
Housewares,Portable Beverageware,Portable Beverageware Shape
Housewares,Portable Beverageware,Portable Beverageware Size
Housewares,Portable Beverageware,Straw
Housewares,Serving Gadgets,Corn Holder Handle Type
Housewares,Serving Gadgets,Corn Holder Novelty
Housewares,Serving Gadgets,Ice Cream Scoop Handle Type
Housewares,Serving Gadgets,Ice Cream Scoop Head Material
Housewares,Serving Gadgets,Ice Cream Scoop Type
Housewares,Serving Gadgets,Pie Cake Brownie Server Handle Type
Housewares,Serving Gadgets,Pie Cake Brownie Server Head Material
Housewares,Sinkware & Accessories,Sinkware Primary Material
Housewares,Sinkware & Accessories,Sinkware Type
Housewares,Sinkware & Accessories,Soap Compartment / Dispenser
Housewares,Sinkware & Accessories,Suction
Housewares,Specialty Gadgets,Oil Vinegar Dispenser Type
Housewares,Specialty Gadgets,Salt and Pepper Shaker Novelty
Housewares,Specialty Gadgets,Specialty Gadgets Primary Material
Housewares,Utensil Organization,Drawer/Untensil Organizers Max Width
Housewares,Utensil Organization,Utensil Org Primary Material
Housewares,Utensil Organization,Utensil Org Type
Juvenile,Bed Bath,Bath Tub Feature
Juvenile,Bed Bath,Bath Tub Insert
Juvenile,Bed Bath,Bedding Material
Juvenile,Bed Bath,Bedding Type
Juvenile,Bed Bath,Changing Pads Or Covers
Juvenile,Bed Bath,Convertibility
Juvenile,Bed Bath,Diaper System Type
Juvenile,Bed Bath,Foldability/Portability
Juvenile,Bed Bath,Function
Juvenile,Bed Bath,Odor Control
Juvenile,Bed Bath,Organic Material
Juvenile,Bed Bath,Potty Training Type
Juvenile,Bed Bath,Sound
Juvenile,Bed Bath,Sound Machine Format
Juvenile,Bed Bath,Sound Machine Sleep Timer
Juvenile,Bed Bath,Towel Type
Juvenile,Entertainment,Activity Seats-Jumpers Type
Juvenile,Entertainment,Bouncer Motion Type
Juvenile,Entertainment,Harness
Juvenile,Entertainment,Jumping Feature
Juvenile,Entertainment,Multifunction
Juvenile,Entertainment,Removable Mobile(s)
Juvenile,Entertainment,Vibration
Juvenile,Feeding,Automatic Shut-off
Juvenile,Feeding,Baby Mesh Silicone Feeders
Juvenile,Feeding,Bottle Shape
Juvenile,Feeding,Bottle Warmer Heating Option
Juvenile,Feeding,Bottle/Nipple
Juvenile,Feeding,Breast Feeding Product Type
Juvenile,Feeding,Breast Pump Closed System
Juvenile,Feeding,Breast Pump Speed Control
Juvenile,Feeding,Breast Pump Vacuum/Suction Control
Juvenile,Feeding,Cup Handle(s)
Juvenile,Feeding,Cup Insulation
Juvenile,Feeding,DishesUtensilsFood Storage Type
Juvenile,Feeding,Feeding Accessory Type
Juvenile,Feeding,Feeding Product Material
Juvenile,Feeding,Hands-free
Juvenile,Feeding,Multiple Temperature Setting
Juvenile,Feeding,Nipple Ventilation
Juvenile,Feeding,Pacifier Age Break
Juvenile,Feeding,Sippy Cup Type
Juvenile,Feeding,Straw-Included
Juvenile,Feeding,Tableware Type
Juvenile,Feeding,Transitional Cup
Juvenile,Feeding,Wearable Breast Pump
Juvenile,Furniture,2 In 1 Mattress
Juvenile,Furniture,Attached Changer
Juvenile,Furniture,Crib Size
Juvenile,Furniture,Furniture Accessory Type
Juvenile,Furniture,Furniture Material
Juvenile,Furniture,Furniture Type
Juvenile,Furniture,Mattress Position Adjustment
Juvenile,Furniture,Mattress Size
Juvenile,Furniture,Mattress Type
Juvenile,Furniture,Waterproof
Juvenile,Mobility Furniture,Additional Storage
Juvenile,Mobility Furniture,Adjustable Recline
Juvenile,Mobility Furniture,Bassinet Rocking Movement
Juvenile,Mobility Furniture,Bassinet Type
Juvenile,Mobility Furniture,Canopy-Included
Juvenile,Mobility Furniture,High Chair Height Adjustability
Juvenile,Mobility Furniture,High Chair Type
Juvenile,Mobility Furniture,Inclined Surface
Juvenile,Mobility Furniture,Playard Type
Juvenile,Mobility Furniture,Tray-Insert-Included
Juvenile,Mobility Furniture,WheelsCasters-Included
Juvenile,Safety and Health,Baby Gate Accessibility
Juvenile,Safety and Health,Baby Gate Maximum Height
Juvenile,Safety and Health,Baby Gate Maximum Length
Juvenile,Safety and Health,Baby Gate Mount
Juvenile,Safety and Health,Bed Rail Conversion Kit
Juvenile,Safety and Health,Bed Rail Type
Juvenile,Safety and Health,Health & Grooming Type
Juvenile,Safety and Health,Moms Health
Juvenile,Safety and Health,Monitor 2-Way Communication
Juvenile,Safety and Health,Monitor LCD Display
Juvenile,Safety and Health,Monitor Night Vision
Juvenile,Safety and Health,Monitor Sound Activated LED Lights
Juvenile,Safety and Health,Monitor Wireless
Juvenile,Safety and Health,Safety Accessory Type
Juvenile,Travel,Baby Carrier Type
Juvenile,Travel,Car Seat Autobase Option
Juvenile,Travel,Car Seat Size
Juvenile,Travel,Car Seat Type
Juvenile,Travel,Carrier Max Weight
Juvenile,Travel,Diaper Travel Bag Type
Juvenile,Travel,Modular Stroller
Juvenile,Travel,Multiple Stroller Seats
Juvenile,Travel,Newborn Insert
Juvenile,Travel,Pocket(s)
Juvenile,Travel,Rotating Car Seat
Juvenile,Travel,Stroller Compact Fold
Juvenile,Travel,Stroller Fold
Juvenile,Travel,Stroller One-Hand Fold
Juvenile,Travel,Stroller Type
Juvenile,Travel,Stroller Weight
Juvenile,Travel,Stroller Wheel Count
Juvenile,Travel,Travel Accessories System Type
Juvenile,Travel,Travel Accessory Type
Juvenile,Travel,Travel System
Software,Business,Customer Segment
Software,Business,Hand Held OS
Software,Business,Ingram Proprietary Attribute
Software,Business,License Name
Software,Business,License Status
Software,Business,License Type
Software,Business,Old Format
Software,Business,Original Publisher
Software,Business,User Groups
Software,Business,Users
Software,Digital Full PC Games Software,Corporate Pub
Software,Digital Full PC Games Software,Developer
Software,Digital Full PC Games Software,Distributor Australia
Software,Digital Full PC Games Software,Distributor New Zealand
Software,Digital Full PC Games Software,ESRB
Software,Digital Full PC Games Software,ESRB Australia
Software,Digital Full PC Games Software,License PC Games
Software,Digital Full PC Games Software,MSRP
Software,Digital Full PC Games Software,Online Playable
Software,Digital Full PC Games Software,Players
Software,Digital Full PC Games Software,Property
Software,Digital Full PC Games Software,Title (Item Rollup)
Software,Dummy,Education Level
Software,PC Games Sub Cards,Sub-category of Game
Software,PC Games Sub Cards,Subscription Length
Software,PC Games Sub Cards,Title Based Subscription
Software,System Utilities,Desktop/Server
Sports EU,Active Swimwear - Body Suit,Length (Apparel Only)
Sports EU,Outdoor Alpine Pants - Membrane,Membrane Type (Apparel Only)
Sports EU,Outdoor Alpine Pants - Membrane,dictapmembranetype
Sports EU,Outdoor Fleece Jacket,Closure (Apparel Only)
Sports EU,Outdoor Fleece Jacket,Sleeve (Apparel Only)
Sports EU,Outdoor Fleece Jacket,Windstop (Apparel Only)
Sports EU,Outdoor Fleece Jacket,dictapclosure
Sports EU,Outdoor Fleece Jacket,dictapsleeve
Sports EU,Outdoor Fleece Jacket,dictapwindstop
Sports EU,Outdoor Insulation Jacket,Jacket Type (Apparel Only)
Sports EU,Outdoor Insulation Jacket,dictapjackettype
Sports EU,Outdoor Tights,dictaplength
Sports Equipment,Adjustable Poles,Material - Winter/Snow & Trekking Poles
Sports Equipment,Alpine Equipment,DIN Range
Sports Equipment,Alpine Equipment,Reverse/Mixed Camber
Sports Equipment,Alpine Equipment,Ski Waist Width
Sports Equipment,Alpine Equipment,Twin Tip
Sports Equipment,Boats,Fishing
Sports Equipment,Boats,Pedal
Sports Equipment,Boats,Recreation Kayak Type
Sports Equipment,Boats,SUP Type
Sports Equipment,Boats,Touring Kayak Type
Sports Equipment,Cardiovascular Machines,Resistance Type
Sports Equipment,Coolers,Can Capacity
Sports Equipment,Coolers,Cooler Size
Sports Equipment,Coolers,Electric
Sports Equipment,Coolers,Wheels Coolers
Sports Equipment,Eyewear Accessories,Modelyear
